segment_id,osm_id,node_u,node_v,name,road_type,length,has_geometry
173577878_1843667480_1843667484,173577878,1843667480,1843667484,Rosann Close,residential,107.86300000000001,True
235918161_1843667484_1843667487,235918161,1843667484,1843667487,Birdwood Street,residential,8.084,True
173577868_1843667487_1843667490,173577868,1843667487,1843667490,Henley Street,residential,91.65,True
235918161_1843667487_1843667493,235918161,1843667487,1843667493,Birdwood Street,residential,54.567,True
173577903_1843667488_1843667493,173577903,1843667488,1843667493,Watson Street,residential,262.716,True
235918156_1843667488_1843667496,235918156,1843667488,1843667496,Orchardtown Road,tertiary,82.705,True
173577903_1843667488_1843667495,173577903,1843667488,1843667495,Watson Street,residential,209.22899999999998,True
173577907_1843667492_1843667495,173577907,1843667492,1843667495,Jean Street,residential,88.118,True
235918155_1843667492_1843667506,235918155,1843667492,1843667506,Aldyth Street,residential,152.981,True
235918161_1843667493_1843667498,235918161,1843667493,1843667498,Birdwood Street,residential,39.086,True
173577858_1843667496_1843667503,173577858,1843667496,1843667503,Jean Street,residential,262.079,True
235918156_1843667496_1843667499,235918156,1843667496,1843667499,Orchardtown Road,tertiary,8.293,True
535205172_1843667498_1843667503,535205172,1843667498,1843667503,Birdwood Street,residential,39.874,True
235918156_1843667499_5325137595,235918156,1843667499,5325137595,Orchardtown Road,tertiary,149.993,True
"[535205180, 173577918]_1843667502_1843667504","[535205180, 173577918]",1843667502,1843667504,Rydal Street,residential,144.18200000000002,True
419698279_1843667504_1843667509,419698279,1843667504,1843667509,Bridges Road,primary,86.899,True
173577874_1843667506_1843667508,173577874,1843667506,1843667508,Hooper Street,residential,98.979,True
235918155_1843667506_1843667514,235918155,1843667506,1843667514,Aldyth Street,residential,79.173,True
173577874_1843667508_5325137595,173577874,1843667508,5325137595,Hooper Street,residential,112.411,True
173577871_1843667509_2608920687,173577871,1843667509,2608920687,Moonbi Street,residential,12.465,True
235918160_1843667514_1843667517,235918160,1843667514,1843667517,Freyberg Street,residential,211.342,True
418259549_1843667515_1843667521,418259549,1843667515,1843667521,Moonbi Street,residential,82.819,True
418259549_1843667515_2608920687,418259549,1843667515,2608920687,Moonbi Street,residential,121.02099999999999,True
235918156_1843667517_5325137595,235918156,1843667517,5325137595,Orchardtown Road,tertiary,81.973,True
261167310_1843667522_2375001658,261167310,1843667522,2375001658,Glebe Road,secondary,59.16,True
173577862_1843667527_1843667530,173577862,1843667527,1843667530,Aldyth Street,residential,37.275,True
173174974_1843667528_1843667530,173174974,1843667528,1843667530,Dunkley Avenue,residential,56.462,True
173577862_1843667530_1843667532,173577862,1843667530,1843667532,Aldyth Street,residential,57.784,True
173577860_1843667531_1843667533,173577860,1843667531,1843667533,Cross Street,residential,73.37,True
173577860_1843667533_1843667534,173577860,1843667533,1843667534,Cross Street,residential,65.778,True
173577944_1843667533_1843667536,173577944,1843667533,1843667536,Kings Road,residential,131.074,True
"[446496257, 446496258, 674457451, 449023638]_1869447615_2643520648","[446496257, 446496258, 674457451, 449023638]",1869447615,2643520648,Carnley Avenue,secondary,775.6349999999999,True
"[260411876, 446614028]_1926352191_2519676283","[260411876, 446614028]",1926352191,2519676283,Bradford Close,unclassified,195.66699999999997,True
"[749106949, 327527400, 446614029, 611263088, 688568563]_1926352191_7095701987","[749106949, 327527400, 446614029, 611263088, 688568563]",1926352191,7095701987,Northcott Drive,primary,368.09600000000006,True
182288606_1926352191_2659023478,182288606,1926352191,2659023478,Bradford Close,unclassified,10.319,True
185078368_1956532188_1956536851,185078368,1956532188,1956536851,,primary_link,66.583,True
"[750042866, 750042867]_1956536838_7013608455","[750042866, 750042867]",1956536838,7013608455,Lambton Road,primary,153.698,True
185078370_1956536838_1956536856,185078370,1956536838,1956536856,,primary_link,68.469,True
32656228_1967667746_2608920679,32656228,1967667746,2608920679,Australia Road,unclassified,16.097,True
688558152_1967667746_3743489799,688558152,1967667746,3743489799,Lambton Road,primary,77.165,True
195910775_2063026231_2063026286,195910775,2063026231,2063026286,Sturdee Street,residential,285.17499999999995,True
255164744_2063026250_2063026290,255164744,2063026250,2063026290,Bridges Road,primary,97.23800000000001,True
418259544_2063026250_11265816234,418259544,2063026250,11265816234,Bridges Road,primary,16.637,True
"[446614996, 261167310]_2375001656_2375001658","[446614996, 261167310]",2375001656,2375001658,Glebe Road,secondary,128.472,True
255164746_2608920684_2608920685,255164746,2608920684,2608920685,Bridges Road,primary,138.909,True
255164746_2608920685_2608920687,255164746,2608920685,2608920687,Bridges Road,primary,190.53199999999998,True
"[688568562, 418259548]_2608920687_2676461902","[688568562, 418259548]",2608920687,2676461902,Bridges Road,primary,265.584,True
688568559_2643520648_8975857811,688568559,2643520648,8975857811,Carnley Avenue,secondary,26.488,True
688568560_2643520648_8975857810,688568560,2643520648,8975857810,Orchardtown Road,tertiary,25.98,True
"[415483043, 688568541, 1345398646]_2643520648_12446969779","[415483043, 688568541, 1345398646]",2643520648,12446969779,Orchardtown Road,residential,109.95400000000001,True
26102270_2658879567_10130363628,26102270,2658879567,10130363628,,secondary,10.965999999999998,True
920065628_2658879567_8386558649,920065628,2658879567,8386558649,Bailey Street,residential,23.253999999999998,True
26102270_2658879567_3336072234,26102270,2658879567,3336072234,,secondary,10.745000000000001,True
480999465_2658893207_2658893219,480999465,2658893207,2658893219,Kullaiba Road,unclassified,6.083,True
480999475_2658893207_3488644760,480999475,2658893207,3488644760,Kullaiba Road,unclassified,26.987,True
"[904926012, 36094263]_2658893219_4599113410","[904926012, 36094263]",2658893219,4599113410,Kullaiba Road,unclassified,17.697,True
261980571_2676303869_2676303872,261980571,2676303869,2676303872,,secondary,12.325000000000003,True
261980571_2676303869_2676303887,261980571,2676303869,2676303887,,secondary,12.033,True
261980571_2676303872_2676303890,261980571,2676303872,2676303890,,secondary,12.616999999999999,True
261980571_2676303887_2676303890,261980571,2676303887,2676303890,,secondary,12.271999999999998,True
261980570_2676303890_7013608463,261980570,2676303890,7013608463,Lambton Road,secondary,156.665,True
904926018_2676461902_8172070487,904926018,2676461902,8172070487,,primary,2.372,True
904926013_2676461913_7095701989,904926013,2676461913,7095701989,,primary,22.384999999999998,True
904926016_2676461913_7095701987,904926016,2676461913,7095701987,,primary,2.095,True
262190104_2678502916_2678502918,262190104,2678502916,2678502918,Russell Road,primary_link,30.342,True
279126222_2692248523_4664867843,279126222,2692248523,4664867843,Wade Street,residential,10.978,True
445445954_2833593903_4428724110,445445954,2833593903,4428724110,Princeton Avenue,residential,20.822,True
"[308866506, 633281531]_3141573806_3141573810","[308866506, 633281531]",3141573806,3141573810,"['Curzon Road', 'Carrington Parade']",residential,129.671,True
315564683_3216916599_3216916600,315564683,3216916599,3216916600,,secondary,8.148000000000001,True
315564683_3216916600_3216916601,315564683,3216916600,3216916601,,secondary,7.509,True
920065632_3336072228_8386558650,920065632,3336072228,8386558650,Park Avenue,secondary,20.900000000000002,True
925515260_3336072228_3336072234,925515260,3336072228,3336072234,,secondary,7.965,True
925515261_3336072228_3336072231,925515261,3336072228,3336072231,,secondary,5.306,True
415483005_3336072231_3336072242,415483005,3336072231,3336072242,,secondary,11.942,True
611263076_3336072231_8534733867,611263076,3336072231,8534733867,Park Avenue,secondary,24.505000000000003,True
920065631_3336072234_8386558650,920065631,3336072234,8386558650,Park Avenue,secondary,20.035,True
"[920065641, 919000834]_3336072242_8534733867","[920065641, 919000834]",3336072242,8534733867,Park Avenue,secondary,23.843,True
26102270_3336072242_10130363628,26102270,3336072242,10130363628,,secondary,2.697,True
329227972_3360641419_11265816234,329227972,3360641419,11265816234,Burke Street,residential,15.232,True
332231237_3393432760_4599113412,332231237,3393432760,4599113412,Kullaiba Road,unclassified,204.052,True
415483027_3393432760_3393434596,415483027,3393432760,3393434596,Kullaiba Road,unclassified,19.119,True
419698304_3393434596_11548130693,419698304,3393434596,11548130693,Kullaiba Road,unclassified,70.66300000000001,True
480999464_3488644760_4599113410,480999464,3488644760,4599113410,Kullaiba Road,unclassified,7.894,True
464845624_3488644760_4599113412,464845624,3488644760,4599113412,Kullaiba Road,unclassified,11.975,True
"[332381296, 883623375]_3743489799_3743489802","[332381296, 883623375]",3743489799,3743489802,Lambton Road,primary,92.79400000000001,True
454125588_4507476245_4507476246,454125588,4507476245,4507476246,Cromwell Street,residential,17.597,True
461848340_4572931369_4572931370,461848340,4572931369,4572931370,Buxton Lane,residential,68.787,True
464845623_4599113410_4599113412,464845623,4599113410,4599113412,Kullaiba Road,unclassified,14.205,True
523551299_5096777787_5096777795,523551299,5096777787,5096777795,Saint James Road,residential,90.24700000000001,True
32805844_5633823575_6457621914,32805844,5633823575,6457621914,Russell Road,residential,31.702,True
173577937_6027609579_6027609580,173577937,6027609579,6027609580,Wickham Road,residential,7.321,True
37934938_6027609579_6136668216,37934938,6027609579,6136668216,Collaroy Road,residential,154.61700000000002,True
26118188_6027609580_6136668216,26118188,6027609580,6136668216,Collaroy Road,residential,155.546,True
654987453_6137125727_6137125728,654987453,6137125727,6137125728,Warren Avenue,residential,106.14099999999999,True
415483043_6144518497_12446969779,415483043,6144518497,12446969779,Orchardtown Road,residential,2.84,True
750042865_7013608454_7013608455,750042865,7013608454,7013608455,Lambton Road,primary,225.105,True
888013811_7013608458_7013608464,888013811,7013608458,7013608464,Lambton Road,primary,22.678,True
888013812_7013608463_7013608464,888013812,7013608463,7013608464,Lambton Road,primary,29.563,True
904926017_7095701987_8172070487,904926017,7095701987,8172070487,,primary,24.788000000000004,True
920065627_8386558649_10130363628,920065627,8386558649,10130363628,Bailey Street,residential,21.564999999999998,True
918532441_8528284071_8528284074,918532441,8528284071,8528284074,Dibbs Street,residential,15.407,True
918532441_8528284074_8530772748,918532441,8528284074,8530772748,Dibbs Street,residential,13.201,True
922290134_8562026835_8562026838,922290134,8562026835,8562026838,Brisbane Water Road,residential,19.895,True
969953697_8975857810_8975857811,969953697,8975857810,8975857811,,tertiary,24.489,True
"[1299638099, 1299638100]_11548130693_12038672027","[1299638099, 1299638100]",11548130693,12038672027,Kullaiba Road,unclassified,98.18900000000001,True
1299688737_12038672019_12038672027,1299688737,12038672019,12038672027,Kullaiba Road,unclassified,6.132,True
"[584721987, 584721982, 415483023]_12038672019_12038672648","[584721987, 584721982, 415483023]",12038672019,12038672648,Park Avenue,secondary,124.29299999999999,True
584721982_12038672642_12038672648,584721982,12038672642,12038672648,Park Avenue,secondary,87.15500000000002,True
173175096_12446969779_12446969783,173175096,12446969779,12446969783,Fay Avenue,residential,49.621,True
