cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
40,2,355007398,277136570,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
40,3,277136570,277137398,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
40,4,277137398,2692226489,263596303,263596303_2692226489_277137398,True,159.73000000000002,Grayson Avenue,residential
40,5,2692226489,1840020457,263596303,263596303_1840020457_2692226489,True,396.331,Grayson Avenue,residential
40,6,1840020457,1840020494,519181600,519181600_1840020457_1840020494,True,158.379,Grayson Avenue,residential
40,7,1840020494,5063103481,519181600,519181600_1840020494_5063103481,True,179.281,Grayson Avenue,residential
40,8,5063103481,1840020530,263599458,263599458_1840020530_5063103481,True,1.113,Grayson Avenue,residential
40,9,1840020530,1840020597,263599466,263599466_1840020530_1840020597,True,229.18400000000003,Vista Parade,residential
40,10,1840020597,1840020587,418259561,418259561_1840020587_1840020597,True,58.263,Princeton Avenue,residential
40,11,1840020587,1840020623,173175035,173175035_1840020587_1840020623,True,312.837,Melissa Avenue,residential
40,12,1840020623,1840020587,173175035,173175035_1840020587_1840020623,True,312.837,Melissa Avenue,residential
40,13,1840020587,1840020597,418259561,418259561_1840020587_1840020597,True,58.263,Princeton Avenue,residential
40,14,1840020597,1840020530,263599466,263599466_1840020530_1840020597,True,229.18400000000003,Vista Parade,residential
40,15,1840020530,5063103481,263599458,263599458_1840020530_5063103481,True,1.113,Grayson Avenue,residential
40,16,5063103481,1840020494,519181600,519181600_1840020494_5063103481,True,179.281,Grayson Avenue,residential
40,17,1840020494,1840020457,519181600,519181600_1840020457_1840020494,True,158.379,Grayson Avenue,residential
40,18,1840020457,2692226489,263596303,263596303_1840020457_2692226489,True,396.331,Grayson Avenue,residential
40,19,2692226489,277137398,263596303,263596303_2692226489_277137398,True,159.73000000000002,Grayson Avenue,residential
40,20,277137398,277136570,332229917,332229917_277136570_277137398,True,263.067,Park Avenue,secondary
40,21,277136570,355007398,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
40,22,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
41,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
41,2,355007398,277136570,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
