cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
24,19,1842575719,8285365929,575639227,575639227_1842575719_8285365929,True,144.152,New England Highway,trunk
24,20,8285365929,8285365933,"[173446336, 509873553, 509873588]","[173446336, 509873553, 509873588]_8285365929_8285365933",True,58.07,New England Highway,trunk
24,21,8285365933,259430208,867878279,867878279_259430208_8285365933,True,251.15699999999998,New England Highway,trunk
24,22,259430208,346194286,867878278,867878278_259430208_346194286,True,9.729,Dwyer Street,residential
24,23,346194286,8285365932,23927920,23927920_346194286_8285365932,True,252.85,New England Highway,trunk
24,24,8285365932,8285365930,"[575641447, 173446338, 575636903]","[575641447, 173446338, 575636903]_8285365930_8285365932",True,58.373999999999995,New England Highway,trunk
24,25,8285365930,346191746,31133957,31133957_346191746_8285365930,True,252.64000000000001,Queen Street,residential
24,26,346191746,2482111844,31133957,31133957_2482111844_346191746,True,201.533,Queen Street,residential
24,27,2482111844,346191736,31133957,31133957_2482111844_346191736,True,93.886,Queen Street,residential
24,28,346191736,346174609,31132965,31132965_346174609_346191736,True,101.852,Aberglasslyn Road,secondary
24,29,346174609,346174616,31132965,31132965_346174609_346174616,True,143.441,Aberglasslyn Road,secondary
24,30,346174616,346174625,31132965,31132965_346174616_346174625,True,83.051,Aberglasslyn Road,secondary
24,31,346174625,6272833010,31132965,31132965_346174625_6272833010,True,49.598,Aberglasslyn Road,secondary
24,32,6272833010,6272833009,669796062,669796062_6272833009_6272833010,True,30.823999999999998,Aberglasslyn Road,secondary
24,33,6272833009,346174572,31132964,31132964_346174572_6272833009,True,3.335,,secondary
24,34,346174572,346176265,31132966,31132966_346174572_346176265,True,75.45700000000001,Alexandra Avenue,secondary
24,35,346176265,346174690,31133077,31133077_346174690_346176265,True,12.098,Endeavour Street,residential
24,36,346174690,346176268,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
24,37,346176268,346176270,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
24,38,346176270,346176273,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
24,39,346176273,6272833061,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
24,40,6272833061,346176290,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
24,41,346176290,346176330,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
25,1,346176330,346176290,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
25,2,346176290,6272833061,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
25,3,6272833061,346176273,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
25,4,346176273,346176270,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
25,5,346176270,346176268,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
25,6,346176268,346174690,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
25,7,346174690,346176265,31133077,31133077_346174690_346176265,True,12.098,Endeavour Street,residential
25,8,346176265,346174572,31132966,31132966_346174572_346176265,True,75.45700000000001,Alexandra Avenue,secondary
25,9,346174572,6272833009,31132964,31132964_346174572_6272833009,True,3.335,,secondary
25,10,6272833009,6272833010,669796062,669796062_6272833009_6272833010,True,30.823999999999998,Aberglasslyn Road,secondary
25,11,6272833010,346174625,31132965,31132965_346174625_6272833010,True,49.598,Aberglasslyn Road,secondary
25,12,346174625,346174616,31132965,31132965_346174616_346174625,True,83.051,Aberglasslyn Road,secondary
25,13,346174616,346174609,31132965,31132965_346174609_346174616,True,143.441,Aberglasslyn Road,secondary
25,14,346174609,346174842,31132985,31132985_346174609_346174842,True,83.608,First Avenue,residential
25,15,346174842,346174827,575637164,575637164_346174827_346174842,True,120.77199999999999,Brooks Street,residential
25,16,346174827,346174862,"[575640180, 1346138199]","[575640180, 1346138199]_346174827_346174862",True,189.296,New England Highway,trunk
25,17,346174862,8285365922,"[575637468, 573108637]","[575637468, 573108637]_346174862_8285365922",True,199.02800000000002,New England Highway,trunk
25,18,8285365922,346174862,"[575637468, 573108637]","[575637468, 573108637]_346174862_8285365922",True,199.02800000000002,New England Highway,trunk
25,19,346174862,8285365922,"[575637468, 573108637]","[575637468, 573108637]_346174862_8285365922",True,199.02800000000002,New England Highway,trunk
25,20,8285365922,8285365923,430341198,430341198_8285365922_8285365923,True,9.182,Young Street,residential
25,21,8285365923,1842584468,573108649,573108649_1842584468_8285365923,True,151.959,New England Highway,trunk
25,22,1842584468,346191564,1250159205,1250159205_1842584468_346191564,True,49.230000000000004,Verge Street,residential
25,23,346191564,1842584468,1250159205,1250159205_1842584468_346191564,True,49.230000000000004,Verge Street,residential
25,24,1842584468,8285365923,573108649,573108649_1842584468_8285365923,True,151.959,New England Highway,trunk
25,25,8285365923,1842584486,573108627,573108627_1842584486_8285365923,True,195.13400000000001,New England Highway,trunk
25,26,1842584486,346174862,575637466,575637466_1842584486_346174862,True,10.167,Parkes Street,residential
25,27,346174862,346174827,"[575640180, 1346138199]","[575640180, 1346138199]_346174827_346174862",True,189.296,New England Highway,trunk
25,28,346174827,346174842,575637164,575637164_346174827_346174842,True,120.77199999999999,Brooks Street,residential
25,29,346174842,346174609,31132985,31132985_346174609_346174842,True,83.608,First Avenue,residential
25,30,346174609,346174616,31132965,31132965_346174609_346174616,True,143.441,Aberglasslyn Road,secondary
25,31,346174616,346174625,31132965,31132965_346174616_346174625,True,83.051,Aberglasslyn Road,secondary
25,32,346174625,6272833010,31132965,31132965_346174625_6272833010,True,49.598,Aberglasslyn Road,secondary
25,33,6272833010,6272833009,669796062,669796062_6272833009_6272833010,True,30.823999999999998,Aberglasslyn Road,secondary
25,34,6272833009,346174572,31132964,31132964_346174572_6272833009,True,3.335,,secondary
25,35,346174572,346176265,31132966,31132966_346174572_346176265,True,75.45700000000001,Alexandra Avenue,secondary
25,36,346176265,346174690,31133077,31133077_346174690_346176265,True,12.098,Endeavour Street,residential
25,37,346174690,346176268,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
25,38,346176268,346176270,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
25,39,346176270,346176273,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
25,40,346176273,6272833061,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
25,41,6272833061,346176290,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
25,42,346176290,346176330,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
26,1,346176330,346176290,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
26,2,346176290,6272833061,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
26,3,6272833061,346176273,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
26,4,346176273,346176270,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
26,5,346176270,346176346,31133084,31133084_346176270_346176346,True,118.396,Hague Street,residential
26,6,346176346,346176351,31133084,31133084_346176346_346176351,True,94.919,Hague Street,residential
26,7,346176351,346174792,31133095,31133095_346174792_346176351,True,63.58,Sirius Street,residential
26,8,346174792,346174687,31132977,31132977_346174687_346174792,True,195.264,Vindin Street,residential
26,9,346174687,346174637,31132977,31132977_346174637_346174687,True,12.43,Vindin Street,residential
26,10,346174637,346174781,31132977,31132977_346174637_346174781,True,91.83099999999999,Vindin Street,residential
26,11,346174781,346174755,31132977,31132977_346174755_346174781,True,92.77,Vindin Street,residential
26,12,346174755,346174777,31132977,31132977_346174755_346174777,True,252.76399999999998,Vindin Street,residential
26,13,346174777,346174904,519456656,519456656_346174777_346174904,True,184.44600000000003,Melbee Street,residential
26,14,346174904,346179824,519456656,519456656_346174904_346179824,True,87.68100000000001,Melbee Street,residential
26,15,346179824,346179821,824766681,824766681_346179821_346179824,True,11.085,Woodberry Street,residential
26,16,346179821,7701362173,824766681,824766681_346179821_7701362173,True,209.66199999999998,Woodberry Street,residential
26,17,7701362173,6544708317,"[824766682, 896017437]","[824766682, 896017437]_6544708317_7701362173",True,93.208,Arthur Street,residential
26,18,6544708317,7095431632,"[875596474, 696897243, 875596469]","[875596474, 696897243, 875596469]_6544708317_7095431632",True,21.261000000000003,,residential
26,19,7095431632,6544708324,875596468,875596468_6544708324_7095431632,True,7.605,,residential
26,20,6544708324,346179802,"[896017436, 31133270]","[896017436, 31133270]_346179802_6544708324",True,79.904,Arthur Street,residential
26,21,346179802,8285365920,31133270,31133270_346179802_8285365920,True,42.587,Arthur Street,residential
26,22,8285365920,7095431632,"[702515201, 896017435]","[702515201, 896017435]_7095431632_8285365920",True,124.00800000000001,Arthur Street,residential
26,23,7095431632,6544708317,"[875596474, 696897243, 875596469]","[875596474, 696897243, 875596469]_6544708317_7095431632",True,21.261000000000003,,residential
26,24,6544708317,7701362173,"[824766682, 896017437]","[824766682, 896017437]_6544708317_7701362173",True,93.208,Arthur Street,residential
26,25,7701362173,346174737,31133268,31133268_346174737_7701362173,True,81.112,Arthur Street,residential
26,26,346174737,346174733,31132972,31132972_346174733_346174737,True,107.88199999999999,Weblands Street,residential
26,27,346174733,346174760,31132974,31132974_346174733_346174760,True,157.396,Second Avenue,residential
26,28,346174760,346174758,31132974,31132974_346174758_346174760,True,41.579,Second Avenue,residential
26,29,346174758,346174755,31132974,31132974_346174755_346174758,True,90.745,Second Avenue,residential
26,30,346174755,346174781,31132977,31132977_346174755_346174781,True,92.77,Vindin Street,residential
26,31,346174781,346174637,31132977,31132977_346174637_346174781,True,91.83099999999999,Vindin Street,residential
26,32,346174637,346174687,31132977,31132977_346174637_346174687,True,12.43,Vindin Street,residential
26,33,346174687,346174792,31132977,31132977_346174687_346174792,True,195.264,Vindin Street,residential
26,34,346174792,346176351,31133095,31133095_346174792_346176351,True,63.58,Sirius Street,residential
26,35,346176351,346176346,31133084,31133084_346176346_346176351,True,94.919,Hague Street,residential
26,36,346176346,346176270,31133084,31133084_346176270_346176346,True,118.396,Hague Street,residential
26,37,346176270,346176273,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
26,38,346176273,6272833061,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
26,39,6272833061,346176290,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
26,40,346176290,346176330,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
27,1,346176330,346176290,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
27,2,346176290,6272833061,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
27,3,6272833061,346176273,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
27,4,346176273,346176270,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
27,5,346176270,346176268,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
27,6,346176268,346174690,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
27,7,346174690,346176265,31133077,31133077_346174690_346176265,True,12.098,Endeavour Street,residential
27,8,346176265,346174572,31132966,31132966_346174572_346176265,True,75.45700000000001,Alexandra Avenue,secondary
